"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"NM42","34.415798187","-103.1480026","civil","805","Aero Tech Inc","Clovis","New Mexico","United States","4249","5","2639","0"
"NM44","34.017299652","-104.1159973","civil","1143","Bojax Ranch","Kenna","New Mexico","United States","3919","4","3749","0"
"NM47","32.780200958","-104.3809967","civil","1341","2 X 4 Ranch","Artesia","New Mexico","United States","3359","4","2399","0"
"NM48","36.73059845","-106.4950027","civil","1524","Esenada","Ensenada","New Mexico","United States","7639","5","4999","0"
"NM49","34.581501007","-106.0749969","civil","1524","J &amp; M Farms","Willard","New Mexico","United States","6134","4","4999","0"
"NM51","33.328399658","-107.6620026","civil","914","Chloride","Chloride","New Mexico","United States","6201","5","2999","0"
"NM52","35.574699402","-103.2870026","civil","792","Camco Ranch","Nara Visa","New Mexico","United States","4254","4","2599","0"
"NM53","35.509998322","-104.5839996","civil","1707","San Miguel Ranch","Las Vegas","New Mexico","United States","6299","2","5599","0"
"NM55","33.362800598","-108.8639984","civil","1585","Whitewater Mesa Ranch","Glenwood","New Mexico","United States","5427","5","2599","0"
"NM56","35.165298462","-108.4589996","civil","1554","Ramah Lake Airstrip","Ramah","New Mexico","United States","6979","4","5099","0"
"NM59","35.324798584","-106.6669998","civil","732","Price's Dairy","Albuquerque","New Mexico","United States","5099","6","2399","0"
"NM61","35.116699219","-106.1470032","civil","2414","New Mexico Soaring Ranch","Albuquerque","New Mexico","United States","6529","5","5279","0"
"NM63","35.165798187","-106.012001","civil","1585","Big Sky","Stanley","New Mexico","United States","6199","4","2599","0"
"NM64","31.45870018","-108.862999","civil","1097","Gray Ranch","Animas","New Mexico","United States","5154","5","1799","0"
"NM66","34.41519928","-108.0770035","civil","914","Poco Loco","Pie Town","New Mexico","United States","7419","4","2999","0"
"NM67","36.856998444","-104.447998","civil","1660","La Mesa Park","Raton","New Mexico","United States","6577","1","5444","0"
"NM68","33.805099487","-108.3430023","civil","762","Rael Ranch Horse Pasture","Horse Springs","New Mexico","United States","6949","5","2499","0"
"NM69","32.814201355","-107.9400024","civil","1036","Casas Adobes Airpark","Mimbres","New Mexico","United States","5799","2","3399","0"
"NM70","31.950000763","-109.0419998","civil","1829","Rodeo","Rodeo","New Mexico","United States","4156","5","5999","0"
"NM71","33.332901001","-106.026001","civil","1524","Three Rivers Ranch","Three Rivers","New Mexico","United States","4806","5","4999","0"
"NM72","32.741901398","-108.288002","civil","1951","Turner Ridgeport","Silver City","New Mexico","United States","6036","1","3999","0"
"NM73","34.77230072","-103.8560028","civil","2390","Akin And Akin","McAlister","New Mexico","United States","4857","5","2639","0"
"NM74","35.087501526","-107.5630035","civil","1646","Cubero","Cubero","New Mexico","United States","6191","5","3599","0"
"NM75","35.813598633","-104.9700012","civil","1067","Doolittle Ranch","Watrous","New Mexico","United States","6549","5","3499","0"
"NM76","35.260799408","-104.9189987","civil","1219","Park Springs","Anton Chico","New Mexico","United States","5114","5","3999","0"
"NM78","31.87789917","-107.6460037","civil","1463","Hacienda Sur Luna","Columbus","New Mexico","United States","4149","1","4799","0"
"NM79","32.443099976","-106.6800003","civil","762","Shoestring Ranch","Organ","New Mexico","United States","4439","4","2499","0"
"NM80","34.340301514","-108.5139999","civil","1524","Quemado","Quemado","New Mexico","United States","6916","4","4999","0"
"NM83","32.766799927","-103.2089996","civil","4819","Industrial Airpark","Hobbs","New Mexico","United States","3706","1","8809","3"
"NM84","33.544498444","-105.3759995","civil","1219","G Bar F Ranch","Capitan","New Mexico","United States","6504","5","3999","0"
"NM86","31.936800003","-108.5370026","civil","1483","Playas Air Strip","Playas","New Mexico","United States","4518","1","4864","0"
"NM87","33.238300323","-104.4710007","civil","732","Jenkins","Roswell","New Mexico","United States","3599","4","2399","0"
"NPS","21.364900589","-157.9600067","civil","1219","Ford Island NALF","Honolulu","Hawaii","United States","12","1","3999","0"
"NQB","30.56360054","-87.80970001","civil","2691","Silverhill NOLF","Silverhill NOLF","Alabama","United States","128","1","2999","0"
"NRC","37.408000946","-121.1090012","civil","4549","NASA Crows Landing","Crows Landing","California","United States","165","2","7949","3"
"NRQ","30.616699219","-87.13330078","civil","4389","Spencer NOLF","Pace","Florida","United States","150","1","1799","3"
"NSFA","-13.82970047","-171.996994","civil","2999","Faleolo Intl","Apia","","Samoa","57","1","9839","3"
"NSFI","-13.83329964","-171.7330017","civil","548","Fagali","Fagali","","Samoa","131","6","1797","3"
"NSTU","-14.33170033","-170.7120056","civil","4209","Pago Pago Intl","Pago Pago","","American Samoa","29","1","10007","3"
"NTAA","-17.55669975","-149.6109924","civil","3423","Faaa","Tahiti I","","French Polynesia","4","1","11230","3"
"NTAR","-22.43079948","-151.3679962","civil","1450","Rurutu","Rurutu Austral Is","","French Polynesia","17","1","4756","0"
"NTAT","-23.36669922","-149.5269928","civil","1500","Tubuai","Tubuai Austral Is","","French Polynesia","6","1","4920","3"
"NTGA","-17.35210037","-145.4830017","civil","1500","Anaa","Anaa I","","French Polynesia","9","1","4920","3"
"NTGB","-15.81999969","-140.8860016","civil","1200","Fangatau","Fangatau I.","","French Polynesia","8","1","3936","3"
"NTGC","-15.12030029","-148.2330017","civil","1200","Tikehau","Tikehau","","French Polynesia","5","1","3936","0"
"NTGD","-15.56649971","-146.4170074","civil","850","Apataki","Apataki","","French Polynesia","7","1","2788","0"
"NTGE","-18.46680069","-136.4329987","civil","900","Reao I","Reao I.","","French Polynesia","6","1","2952","3"
"NTGF","-16.05249977","-145.6529999","civil","1180","Fakarava","Fakarava","","French Polynesia","12","1","3870","0"
"NTGH","-17.54470062","-142.6139984","civil","1140","Hikueru","Hikueru","","French Polynesia","4","3","3739","0"
"NTGI","-14.4375","-146.0709991","civil","930","Manihi","Manihi","","French Polynesia","13","1","3050","0"
"NTGJ","-23.08329964","-134.8829956","civil","2000","Totegegie","Totegegie I","","French Polynesia","6","1","6561","3"
"NTGK","-15.66749954","-146.8869934","civil","1180","Kaukura","Kaukura","","French Polynesia","10","1","3870","0"
"NTGM","-16.58909988","-143.654007","civil","1180","Makemo","Makemo Island","","French Polynesia","2","1","3870","3"
"NTGN","-14.17689991","-141.2669983","civil","900","Napuka","Napuka Island","","French Polynesia","6","1","2952","0"
"NTGO","-17.3553009","-138.4450073","civil","780","Tatakoto","Tatakoto","","French Polynesia","11","1","2558","3"
"NTGP","-14.81000042","-138.8110046","civil","930","Puka Puka","Puka Puka","","French Polynesia","4","1","3050","3"
"NTGQ","-18.29560089","-137.0169983","civil","900","Pukarua","Pukarua","","French Polynesia","4","1","2952","3"
"NTGR","-15.63329983","-145.5","civil","760","Aratika","Aratika","","French Polynesia","6","3","2492","0"
"NTGT","-14.71389961","-145.253006","civil","920","Takapoto Aero","Takapoto","","French Polynesia","11","1","3017","0"
"NTGU","-15.23670006","-146.6519928","civil","775","Arutua","Arutua","","French Polynesia","9","3","2542","0"
"NTGV","-14.86940002","-148.7129974","civil","1200","Mataiva","Mataiva","","French Polynesia","10","1","3936","0"
"NTGW","-19.28499985","-138.7720032","civil","850","Nukutavake","Nukutavake","","French Polynesia","16","1","2788","3"
"NTGY","-20.78319931","-138.5670013","civil","1050","Tureia","Tureia","","French Polynesia","11","1","3444","0"
"NTHE","-14.42780018","-146.2550049","civil","1240","Ahe","Ahe I","","France","10","1","4067","3"
"NTI","-3.672770023","152.44099426","civil","1065","Namatanai","Namatanai","","Papua New Guinea","138","6","3493","0"
"NTKA","-15.76669979","-145.1170044","civil","1200","Kauehi","Kauehi","","French Polynesia","12","1","3936","0"
"NTKF","-16.68670082","-145.3329926","civil","900","Faaite","Faaite","","French Polynesia","6","3","2952","0"
"NTKH","-15.9921999","-140.1649933","civil","900","Fakahina","Fakahina","","French Polynesia","2","3","2952","0"
"NTKM","-15.93970013","-142.3000031","civil","900","Takume","Takume","","French Polynesia","6","1","2952","0"
"NTKR","-14.4666996","-145.0339966","civil","1050","Takaroa","Takaroa","","French Polynesia","12","1","3444","0"
"NTKT","-16.35989952","-144.3910065","civil","1180","Katiu","Katiu","","French Polynesia","6","1","3870","3"
"NTMD","-8.822219849","-140.2059937","civil","1699","Nuku-Hiva","Nuku-Hiva","","French Polynesia","219","1","5572","3"
"NTMN","-9.772219658","-139.0149994","civil","1215","Atuona","Hiva Oa I","","French Polynesia","1480","1","3985","3"
"NTMP","-9.350000381","-140.0829926","civil","830","Ua Pou","Ua Pou","","French Polynesia","114","1","2722","0"
"NTMU","-8.936109543","-139.552002","civil","755","Ua-Huka","Marquesas Is","","French Polynesia","159","1","2476","0"
"NTTB","-16.4435997","-151.753006","civil","2269","Motu Mute","Bora Bora I","","French Polynesia","9","1","4943","3"
"NTTG","-14.95530033","-147.6580048","civil","2102","Rangiroa","Rangiroa","","French Polynesia","9","1","6896","3"
"NTTH","-16.68810081","-151.026001","civil","1500","Fare","Huahine I","","French Polynesia","6","1","4919","0"
"NTTM","-17.49169922","-149.7610016","civil","1180","Temae","Moorea Island","","French Polynesia","8","1","3870","0"
"NTTO","-18.06419945","-140.9570007","civil","3326","Hao","Hao I","","French Polynesia","9","1","10911","3"
"NTTP","-16.42639923","-152.2429962","civil","935","Maupiti","Maupiti","","French Polynesia","14","1","3067","0"
"NTTR","-16.72310066","-151.4669952","civil","1398","Uturoa","Raiatea I","","French Polynesia","2","1","4587","0"
"NTTX","-21.8166008","-138.8170013","civil","2400","Mururoa","Mururoa Island","","French Polynesia","6","1","7873","3"
"NTUV","-18.78000069","-138.8529968","civil","790","Vahitahi","Vahitahi","","French Polynesia","8","1","2591","0"
"NUL","64.729797363","-158.072998","civil","914","Nulato","Nulato","Alaska","United States","393","6","2999","0"
"NV00","36.255500793","-115.9929962","civil","768","Valley View","Pahrump","Nevada","United States","2739","6","2519","0"
"NV01","38.036300659","-115.4589996","civil","762","Civa","Adaven","Nevada","United States","5160","6","2499","0"
"NV02","39.0666008","-117.4219971","civil","1219","O'Toole Ranch","Austin","Nevada","United States","6519","4","3999","0"
"NV04","41.316299438","-115.25","civil","1366","Marys River Ranch","Deeth","Nevada","United States","5599","4","2479","0"
"NV05","41.123500824","-119.1389999","civil","1981","Soldier Meadow Nr 2","Gerlach","Nevada","United States","4149","4","3999","0"
"NV06","41.382701874","-119.1689987","civil","1219","Soldier Meadow Nr 1","Gerlach","Nevada","United States","4493","4","3999","0"
"NV07","38.414699554","-115.0370026","civil","1128","Sunnyside/Kirch Wildlife Mgmt Area","Lund","Nevada","United States","5287","4","3699","0"
"NV08","41.737998962","-116.2160034","civil","2286","Petan Ranch","Mountain City","Nevada","United States","5615","6","7499","0"
"NV09","39.724399567","-119.8990021","civil","914","H Bar H","Reno","Nevada","United States","5219","4","2999","0"
"NV11","36.945800781","-116.038002","civil","2743","Yucca Airstrip","Mercury","Nevada","United States","3918","4","8999","0"
"NV12","41.563800812","-116.4089966","civil","1585","I-L Ranch","Tuscarora","Nevada","United States","5367","4","5199","0"
"NV13","39.282798767","-119.8280029","civil","792","Bailey Ranch","Carson City","Nevada","United States","5059","5","2599","0"
"NV14","41.355499268","-114.2300034","civil","640","Juniper","Montello","Nevada","United States","5399","4","2099","0"
"NV16","40.999298096","-119.9369965","civil","1372","Lackerman Ranch","Gerlach","Nevada","United States","4705","4","2499","0"
"NV17","39.6731987","-119.8130035","civil","482","Youngberg Ranch","Lemmon Valley","Nevada","United States","4959","4","1579","0"
"NV22","40.312698364","-115.8970032","civil","549","Red Rock Ranch","Elko","Nevada","United States","6157","2","1799","0"
"NV23","39.87210083","-119.7009964","civil","3048","Air Sailing","Sparks","Nevada","United States","4299","4","6999","3"
"NV26","36.079101562","-115.0690002","civil","640","Voc Tech","Henderson","Nevada","United States","1912","6","2099","0"
"NV30","39.966598511","-117.8280029","civil","1829","Dixie Valley","Fallon","Nevada","United States","3442","1","5999","0"
"NV31","38.805801392","-117.0309982","civil","411","Barker Creek Ranch Airstrip","Round Mountain","Nevada","United States","6619","1","1349","0"
"NV36","36.4477005","-116.4540024","civil","792","Imvite","Amargosa Valley","Nevada","United States","2249","6","2599","0"
"NV41","40.863800049","-118.7350006","civil","2057","Sulfur","Gerlach","Nevada","United States","4067","2","3499","0"
"NV42","35.775798798","-115.6309967","civil","1006","Heritage","Jean","Nevada","United States","2574","4","3299","0"
"NV44","39.755199432","-119.598999","civil","792","Justover Field","Sparks","Nevada","United States","4479","4","2599","0"
"NV47","39.833198547","-119.6819992","civil","1219","Palomino","Sparks","Nevada","United States","4239","6","3999","0"
"NV54","36.306999207","-115.9889984","civil","244","Flying S Ranch","Pahrump","Nevada","United States","2799","2","799","0"
"NV55","38.937400818","-119.6210022","civil","610","Pinenut","Gardnerville","Nevada","United States","5259","4","1999","0"
